Epicyon,Epicyon,7.6000000000000005,11.95
Paracynarctus,Paracynarctus kelloggi,14.1815,18.2
Cormocyon,Cormocyon,28.55,28.55
Aelurodon,Aelurodon montanensis,14.785,14.785
Phlaocyon,Phlaocyon mariae,18.2,18.2
Epicyon,Epicyon saevus,7.6000000000000005,14.785
Vulpes,Vulpes stenognathus,1.05,14.785
Urocyon,Urocyon minicephalus,1.05,1.05
Aelurodon,Aelurodon,8.470500000000001,14.785
Speothos,Speothos venaticus,0.00585,0.00585
Osbornodon,Osbornodon brachypus,18.2,22.615000000000002
Chailicyon,Chailicyon crassidens,42.900000000000006,42.900000000000006
Paraenhydrocyon,Paraenhydrocyon josephi,22.615000000000002,25.615000000000002
Cynodesmus,Cynodesmus thooides,25.615000000000002,32.05
Cynarctoides,Cynarctoides acridens,14.785,25.615000000000002
Metalopex,Metalopex macconnelli,11.95,14.1815
Tomarctus,Tomarctus hippophaga,14.1815,18.2
Cynarctoides,Cynarctoides harlowi,22.615000000000002,22.615000000000002
Mesocyon,Mesocyon coryphaeus,25.615000000000002,25.615000000000002
Oxetocyon,Oxetocyon cuspidatus,32.05,32.05
Cerdocyon,Cerdocyon avius,3.35,3.9605
Leptocyon,Leptocyon gregorii,22.615000000000002,22.615000000000002
Leptocyon,Leptocyon vafer,11.95,14.785
Epicyon,Epicyon haydeni,7.6000000000000005,18.2
Vulpes,Vulpes vulpes,0.00585,2.894
Nyctereutes,Nyctereutes procyonoides,0.06885,1.294
Metalopex,Metalopex bakeri,7.6000000000000005,7.6000000000000005
Sunkahetanka,Sunkahetanka geringensis,25.615000000000002,28.55
Phlaocyon,Phlaocyon minor,18.2,25.615000000000002
Cynarctus,Cynarctus,11.95,14.785
Vulpes,Vulpes chama,0.00585,1.6845
Phlaocyon,Phlaocyon annectens,22.615000000000002,22.615000000000002
Otarocyon,Otarocyon cooki,25.615000000000002,28.55
Leptocyon,Leptocyon leidyi,14.785,22.615000000000002
Desmocyon,Desmocyon,22.615000000000002,22.615000000000002
Phlaocyon,Phlaocyon marslandensis,18.2,18.2
Metatomarctus,Metatomarctus,14.1815,14.1815
Eucyon,Eucyon davisi,3.35,14.1815
Theriodictis,Theriodictis,0.06885,1.6845
Phlaocyon,Phlaocyon multicuspus,22.615000000000002,22.615000000000002
Aelurodon,Aelurodon taxoides,7.6000000000000005,14.1815
Archaeocyon,Archaeocyon pavidus,25.615000000000002,32.05
Phlaocyon,Phlaocyon achoros,22.615000000000002,22.615000000000002
Desmocyon,Desmocyon matthewi,18.2,18.2
Canis,Canis proplatensis,1.6845,1.6845
Pseudalopex,Pseudalopex gymnocercus,0.00585,1.6845
Canis,Canis dirus,0.06885,1.6845
Paratomarctus,Paratomarctus euthos,9.25,14.1815
Osbornodon,Osbornodon fricki,14.785,18.2
Vulpes,Vulpes mathisoni,4.4665,4.4665
Vulpes,Vulpes vulpes macroura,0.06885,0.06885
Protomarctus,Protomarctus optatus,14.1815,18.205000000000002
Cynarctoides,Cynarctoides gawnae,14.1815,18.2
Canis,Canis armbrusteri,0.06885,2.6
Canis,Canis (Pseudalopex),0.06885,1.29985
Hesperocyon,Hesperocyon coloradensis,33.599999999999994,33.599999999999994
Enhydrocyon,Enhydrocyon basilatus,22.615000000000002,22.615000000000002
Otocyon,Otocyon,0.39635000000000004,3.0940000000000003
Leptocyon,Leptocyon mollis,25.615000000000002,25.615000000000002
Leptocyon,Leptocyon delicatus,25.615000000000002,25.615000000000002
Urocyon,Urocyon,0.06885,11.95
Eucyon,Eucyon skinneri,11.95,11.95
Enhydrocyon,Enhydrocyon pahinsintewakpa,22.615000000000002,28.55
Protocyon,Protocyon,0.06885,1.29985
Enhydrocyon,Enhydrocyon,25.55,32.05
Cynodesmus,Cynodesmus martini,25.615000000000002,25.615000000000002
Aelurodon,Aelurodon wheelerianus,18.2,18.2
Phlaocyon,Phlaocyon yatkolai,18.2,18.2
Vulpes,Vulpes velox,0.063,3.35
Cuon,Cuon alpinus,0.06885,1.29985
Phlaocyon,Phlaocyon leucosteus,18.2,22.615000000000002
Nyctereutes,Nyctereutes abdeslami,3.0940000000000003,3.0940000000000003
Cynarctoides,Cynarctoides emryi,18.2,18.2
Enhydrocyon,Enhydrocyon stenocephalus,25.615000000000002,25.615000000000002
Vulpes,Vulpes cascadensis,0.06885,0.06885
Borophagus,Borophagus secundus,7.6000000000000005,14.1815
Cuon,Cuon,0.06885,0.4535
Canis,Canis aureus,0.00585,3.0940000000000003
Canini,Canini,3.35,7.6000000000000005
Tomarctus,Tomarctus,11.95,14.895
Leptocyon,Leptocyon douglassi,25.615000000000002,28.55
Mesocyon,Mesocyon brachyops,25.615000000000002,25.615000000000002
Nyctereutes,Nyctereutes,1.29985,7.0165
Philotrox,Philotrox condoni,25.615000000000002,28.55
Cynarctus,Cynarctus galushai,14.785,14.785
Paracynarctus,Paracynarctus sinclairi,14.785,18.2
Urocyon,Urocyon cinereoargenteus,0.00585,3.35
Canis,Canis lepophagus,0.06885,7.6000000000000005
Phlaocyon,Phlaocyon taylori,25.615000000000002,27.8
Dusicyon,Dusicyon,0.00585,1.29985
Euoplocyon,Euoplocyon brachygnathus,14.785,18.2
Desmocyon,Desmocyon thomsoni,14.1815,25.615000000000002
Caedocyon,Caedocyon tedfordi,25.615000000000002,25.615000000000002
Protocyon,Protocyon troglodytes,0.063,1.294
Neovulpavus,Neovulpavus washakius,43.3,43.3
Canis,Canis edwardii,1.05,14.1815
Cormocyon,Cormocyon copei,14.1815,28.55
Cynarctoides,Cynarctoides roii,25.615000000000002,28.55
Xenocyon,Xenocyon,0.4535,1.6845
Carpocyon,Carpocyon robustus,11.95,14.1815
Canis,Canis lupus,0.00585,3.0940000000000003
Cubacyon,Cubacyon transversidens,1.294,1.294
Otocyon,Otocyon megalotis,0.00585,1.29985
Carpocyon,Carpocyon limosus,7.6000000000000005,7.6000000000000005
Canis,Canis anthus,1.294,1.294
Enhydrocyon,Enhydrocyon crassidens,22.615000000000002,28.55
Osbornodon,Osbornodon sesnoni,25.615000000000002,32.05
Xenocyon,Xenocyon texanus,1.05,1.05
Osbornodon,Osbornodon iamonensis,18.2,19.5
Paraenhydrocyon,Paraenhydrocyon wallovianus,22.615000000000002,25.615000000000002
Lycaon,Lycaon pictus,0.00585,1.29985
Archaeocyon,Archaeocyon leptodus,25.615000000000002,32.05
Chrysocyon,Chrysocyon brachyurus,1.294,1.6845
Borophaginae,Borophaginae,7.6000000000000005,22.615000000000002
Borophagus,Borophagus pugnator,7.6000000000000005,14.1815
Leptocyon,Leptocyon tejonensis,11.95,11.95
Cormocyon,Cormocyon haydeni,22.615000000000002,25.615000000000002
Paraenhydrocyon,Paraenhydrocyon robustus,22.615000000000002,22.615000000000002
Otarocyon,Otarocyon macdonaldi,33.599999999999994,33.599999999999994
Carpocyon,Carpocyon,14.1815,14.785
Mesocyon,Mesocyon temnodon,22.615000000000002,33.599999999999994
Ectopocynus,Ectopocynus antiquus,25.615000000000002,32.05
Canis,Canis mesomelas,0.00585,3.9605
Cynarctus,Cynarctus saxatilis,14.785,14.785
Metalopex,Metalopex merriami,7.6000000000000005,14.1815
Cynodictis,Cynodictis,31.0,52.2
Rhizocyon,Rhizocyon oregonensis,25.615000000000002,25.615000000000002
Cynarctus,Cynarctus marylandica,14.895,18.205000000000002
Canis,Canis cedazoensis,1.05,1.05
Cynodictis,Cynodictis lacustris,35.55,35.95
Paratomarctus,Paratomarctus temerarius,9.25,14.895
Speothos,Speothos,1.29985,1.29985
Cynotherium,Cynotherium sardous,0.06885,1.80585
Borophagus,Borophagus dudleyi,4.4665,4.4665
Canis,Canis ferox,3.35,7.6000000000000005
Cynarctus,Cynarctus crucidens,8.470500000000001,14.1815
Cynarctus,Cynarctus wangi,14.785,14.785
Ectopocynus,Ectopocynus intermedius,25.615000000000002,25.615000000000002
Mesocyon,Mesocyon,25.615000000000002,25.615000000000002
Epicyon,Epicyon aelurodontoides,7.6000000000000005,7.6000000000000005
Chrysocyon,Chrysocyon nearcticus,3.35,3.35
Tephrocyon,Tephrocyon rurestris,14.1815,14.785
Aelurodon,Aelurodon mcgrewi,14.1815,14.785
Borophagus,Borophagus orc,4.4665,7.6000000000000005
Urocyon,Urocyon galushai,3.35,3.35
Cerdocyon,Cerdocyon thous,0.00585,0.063
Osbornodon,Osbornodon wangi,25.615000000000002,25.615000000000002
Microtomarctus,Microtomarctus conferta,14.1815,18.2
Protocyon,Protocyon tarijensis,1.6845,1.6845
Urocyon,Urocyon webbi,7.6000000000000005,7.6000000000000005
Dusicyon,Dusicyon culpaeus,1.29985,1.29985
Carpocyon,Carpocyon webbi,7.6000000000000005,14.785
Hesperocyon,Hesperocyon,25.615000000000002,43.3
Canis,Canis adustus,0.00585,3.0940000000000003
Borophagus,Borophagus littoralis,11.95,14.1815
Phlaocyon,Phlaocyon,18.2,25.615000000000002
Hesperocyoninae,Hesperocyoninae,22.615000000000002,28.55
Vulpini,Vulpini,0.06885,0.06885
Oxetocyon,Oxetocyon,32.05,32.05
Canis,Canis thooides,3.35,3.35
Protocyon,Protocyon orcesi,0.39635000000000004,0.39635000000000004
Protemnocyon,Protemnocyon inflatus,33.599999999999994,33.599999999999994
Dusicyon,Dusicyon avus,0.06885,0.3965
Borophagus,Borophagus hilli,3.35,14.1815
Vulpes,Vulpes kernensis,11.95,11.95
Cynarctoides,Cynarctoides whistleri,18.2,18.2
Carpocyon,Carpocyon compressus,13.135000000000002,14.785
,0.00585,3.35Tomarctus,Tomarctus brevirostris,14.1815,18.2Borophagus,Borophagus,3.35,14.1815Protepicyon,Protepicyon raki,14.785,14.785Leptocyon,Leptocyon vulpinus,18.2,25.615000000000002Cynarctoides,Cynarctoides lemur,22.615000000000002,28.55Aelurodon,Aelurodon stirtoni,11.95,14.785Leptocyon,Leptocyon matthewi,9.25,11.95Urocyon,Urocyon citrinus,3.35,3.35Vulpes,Vulpes,0.00585,7.6000000000000005Urocyon,Urocyon progressus,3.35,3.35Phlaocyon,Phlaocyon latidens,25.615000000000002,32.05Cynarctus,Cynarctus voorhiesi,11.95,11.95Archaeocyon,Archaeocyon falkenbachi,25.615000000000002,25.615000000000002Euoplocyon,Euoplocyon spissidens,18.2,18.2Borophagus,Borophagus parvus,7.6000000000000005,7.6000000000000005Cerdocyon,Cerdocyon texanus,3.35,7.6000000000000005Aelurodon,Aelurodon ferox,9.25,14.785Metatomarctus,Metatomarctus canavus,14.1815,18.2Cynotherium,Cynotherium,0.06885,1.80585Psalidocyon,Psalidocyon marianae,14.785,18.2Aelurodon,Aelurodon asthenostylus,14.785,18.2Xenocyon,Xenocyon lycaonoides,0.4535,1.6845Chrysocyon,Chrysocyon,1.294,1.294Theriodictis,Theriodictis floridanus,3.35,3.35Ectopocynus,Ectopocynus simplicidens,18.2,18.2Canis,Canis,0.00585,12.809000000000001Hesperocyon,Hesperocyon gregarius,32.05,38.8Canis,Canis rufus,0.06885,3.35Osbornodon,Osbornodon renjiei,32.05,33.599999999999994Eucyon,Eucyon,3.9605,8.470500000000001Lycaon,Lycaon,0.4535,3.0940000000000003Canidae,Canidae,0.06885,35.55Alopex,Alopex,2.6723500000000002,2.6723500000000002Alopex,Alopex lagopus,0.00585,1.05Osbornodon,Osbornodon scitulus,18.2,18.2Borophagus,Borophagus diversidens,3.35,3.35Dusicyon,Dusicyon sechurae,0.39635000000000004,0.39635000000000004Gobicyon,Gobicyon,10.6515,12.719999999999999Cynarctoides,Cynarctoides luskensis,22.615000000000002,25.615000000000002
